"film_id","year","length","budget","votes","genre","rating"
18189,1973,95,10.8,678,"Drama",5.5
56386,1967,75,9.3,21,"Drama",4.2
45057,1999,42,16.1,8,"Documentary",8.3
44729,1939,82,12.3,22,"Drama",3.4
18839,2002,90,14.8,5,"Action",3.2
29689,1997,110,11.1,70,"Action",4.4
40073,2001,18,10,12,"Documentary",7.9
23518,2001,12,13.7,67,"Animation",2.6
16563,1979,92,14.1,62,"Action",4.8
53516,1991,104,11,45,"Drama",3.4
41049,1996,124,6.3,1768,"Comedy",4.8
6791,1971,90,16.7,17,"Comedy",4.4
43660,1999,88,8.9,66,"Comedy",5.4
40878,1999,100,10,10,"Action",2.6
43363,2005,110,14.8,5483,"Drama",4.2
18058,1967,70,17,15,"Action",2.5
12534,1995,80,12.2,13,"Action",4.6
53958,1978,105,9,132,"Action",4.6
25973,1991,93,10.4,6,"Drama",3.4
11944,1945,7,12.5,26,"Animation",7.5
19198,1981,83,11.8,74,"Drama",6.6
17285,1993,70,13.7,18,"Action",4
13623,1946,60,12.1,10,"Drama",4.2
8820,1966,97,11.8,381,"Comedy",8
31553,2003,89,15.8,15,"Documentary",8.2
9109,2003,120,7.7,25,"Drama",4.7
50167,1982,NA,10.7,20,"Action",3.9
11641,1989,104,10.6,7302,"Comedy",4.8
42137,1942,4,14.6,12,"Short",8.3
8828,1967,94,7.4,357,"Comedy",3.2
17130,2001,110,10.8,7,"Drama",4.3
7390,1959,95,10.5,51,"Comedy",7.4
55096,1959,87,7.2,83,"Drama",4.4
16175,2000,7,12,5,"Animation",3.9
53973,1939,9,13,116,"Animation",8.2
39845,1932,76,12.2,72,"Action",2.1
14570,1956,93,10.6,6,"Drama",6
58262,1951,79,16.9,19,"Comedy",3.5
6937,2004,100,13.6,10,"Action",3.8
13245,1992,97,12.4,96,"Action",3.3
24640,1941,7,14.6,9,"Animation",8.1
24512,2000,102,12.8,7,"Documentary",7.2
43027,1985,78,9.1,12,"Romance",2
45176,2000,99,14.6,452,"Comedy",7.5
58644,1971,87,15.2,36,"Action",4
3111,1988,NA,13.9,37,"Action",8.4
10260,2003,87,15.2,42,"Drama",3.1
36374,1938,7,12.3,15,"Animation",8.2
7863,1988,117,3.7,11,"Comedy",5.1
43616,1958,6,16.1,230,"Animation",7.4
43323,1992,95,11.5,94,"Comedy",7.8
39723,1977,130,11.5,1584,"Animation",2.6
19922,1963,110,8.5,17,"Drama",5.5
18292,1999,108,10.7,177,"Comedy",3.5
25356,1960,128,11.7,3666,"Drama",3.1
14734,1914,33,16.2,24,"Comedy",8
4047,1986,102,9.8,13,"Action",4.7
3514,1986,111,12.4,73,"Drama",4.1
3623,1982,110,11,948,"Comedy",4.1
8694,1950,81,13.6,38,"Action",3.1
28580,1958,95,11.6,77,"Comedy",3
34855,1980,105,4.3,22,"Action",3.2
25919,1948,93,6.7,6,"Comedy",3.9
54613,1990,100,22.3,256,"Comedy",7.7
32942,2003,18,13.5,13,"Short",8.2
29958,1996,5,9,6,"Animation",6.1
23064,1994,101,10.2,34,"Drama",4.6
26891,1964,60,8.3,17,"Action",3.9
4299,2001,123,11.2,12382,"Comedy",3.6
51719,1978,84,12.8,9,"Drama",5.2
31971,1956,103,11.5,339,"Drama",4.7
40529,1987,97,9.3,15,"Comedy",4.1
2820,1973,77,9.4,6,"Drama",3.8
54240,1938,65,13.8,13,"Action",3.7
1947,1994,10,14.9,9,"Animation",8
44682,1974,120,5.7,54,"Drama",5.1
55311,1999,111,17.4,84,"Comedy",9.1
2771,1958,98,9,57,"Drama",2.6
41858,1938,109,12.6,15,"Comedy",4.2
5745,1971,NA,8.2,12,"Action",4.2
31541,1993,105,8.2,167,"Drama",5.2
13586,2002,15,11.1,5,"Short",8.6
53274,1959,7,10.9,17,"Animation",8.2
5169,1944,65,13.2,6,"Action",3.8
55781,1972,115,13.4,62,"Drama",2.9
8317,2000,89,14.1,405,"Action",4.8
42523,1997,105,16.9,1383,"Comedy",3.3
9785,1927,70,11.6,13,"Drama",5.2
50085,1999,7,18.8,39,"Animation",7.7
40131,1967,6,10.2,7,"Animation",4.3
1165,1996,45,8.9,6,"Documentary",7.5
41097,1976,94,10.5,21,"Action",5.1
537,2002,111,12.8,5503,"Comedy",7.7
49610,2001,72,15.4,107,"Action",3.5
38960,1985,120,12.1,7,"Drama",3.8
17692,1966,110,15,45,"Action",4
22576,1958,96,9.4,26,"Comedy",3.3
19702,1978,109,8,24,"Comedy",3.5
58019,1925,9,11.2,19,"Comedy",8
31666,1965,65,16.2,12,"Action",8.4
33312,1995,90,14.2,7,"Documentary",8.3
54049,1941,128,11.7,19,"Drama",4.5
10993,1941,74,10,31,"Drama",4.5
36572,1985,90,20.5,26,"Action",8.1
6619,1995,91,14.7,7,"Action",4.2
22858,1932,87,14.4,9,"Action",3.8
42730,1957,71,11.6,35,"Drama",3.7
50194,1990,90,6.4,13,"Drama",3.6
16475,1998,91,13.7,59,"Action",4
15419,1939,88,12,7,"Comedy",7.6
16176,1997,92,12.1,95,"Drama",4.2
20070,1942,67,9.5,420,"Action",4.9
45568,1961,91,14.3,8,"Drama",3.9
29447,2002,105,12.3,202,"Comedy",7.5
32905,2000,76,11.4,32,"Comedy",8.2
54662,1984,93,16.5,6,"Drama",3.7
51616,1940,96,10.5,36,"Drama",3.4
50939,1996,90,10.7,89,"Animation",4.9
48679,1937,56,15.3,20,"Action",8.2
50862,1947,NA,12.4,144,"Action",4.4
11856,1995,85,10.3,25,"Animation",3.7
58611,1996,40,13.9,17,"Documentary",8.4
4808,1993,104,4.3,67,"Action",3.7
6668,1948,75,8.7,60,"Drama",3.4
54307,1985,103,12.6,95,"Action",3.2
25879,1973,74,4,11,"Action",4.3
28942,1968,124,11,49,"Drama",3.9
47691,2002,95,13.1,11,"Action",4.8
6225,1958,82,13.6,2143,"Comedy",8.4
33064,1938,69,9,58,"Drama",4.4
12998,1987,60,10.7,12,"Action",3.7
15053,1979,86,13.4,9,"Comedy",4.5
31262,1982,NA,12,15,"Action",4.9
7303,1938,78,14.5,7,"Comedy",7.9
17601,1947,3,11.3,21,"Animation",4.6
29419,1968,130,9.6,143,"Drama",4.7
29472,1992,91,6,8,"Drama",6.1
9278,1957,64,14.7,8,"Drama",3.8
53034,1991,85,10.7,5,"Action",4.5
49173,2005,18,16.4,8,"Comedy",7.9
20011,1988,118,10.2,5,"Action",3.9
19191,1945,NA,10.6,37,"Action",5.8
51643,1953,107,15.9,34,"Drama",4
14427,1977,97,11.8,242,"Drama",3.6
36547,1995,103,9.4,6351,"Comedy",3.9
15671,1961,182,10.1,1458,"Drama",4.3
48304,1932,61,10.7,13,"Action",3.4
26772,2001,90,11.7,9,"Comedy",3
21885,2002,3,12.9,36,"Animation",8.3
42849,2001,101,12.1,40,"Action",3.8
494,1939,62,12.8,11,"Action",4.1
36631,1992,65,14.6,7,"Drama",4.2
26927,1992,95,13,1428,"Action",5.8
10990,1986,95,14.8,10,"Action",3.9
12013,2000,90,15,24,"Action",3.9
57965,1996,13,7.9,12,"Short",7.4
46688,1967,99,8.1,124,"Action",4.3
38586,1975,85,16.7,15,"Drama",3.9
54510,2003,25,17.5,6,"Documentary",8.2
41591,1993,85,7.5,144,"Drama",5.3
44679,1961,70,14.2,22,"Action",4.9
33137,1986,81,12.6,10,"Action",2.2
52064,1998,18,13.5,7,"Drama",7.9
43479,1997,98,14.3,93,"Drama",5
53581,1949,90,11.3,105,"Action",3
42469,1986,97,9.4,2967,"Action",3.5
52389,1994,86,11,33,"Drama",1.7
20739,2003,110,14,31,"Drama",3.4
22840,1933,71,12.7,64,"Drama",4
46337,1958,85,13.1,235,"Comedy",8.4
30522,1977,62,13.6,17,"Comedy",8.4
35159,1952,77,12.8,23,"Action",4.7
32608,1914,16,10.5,61,"Comedy",8.1
49769,2002,10,11.7,28,"Short",7.4
144,1993,112,10.7,20,"Comedy",4.6
18157,2003,118,12.7,51,"Comedy",7.2
27600,1983,157,10,5,"Action",3.4
10007,1974,100,13,11,"Action",4.5
53139,1997,100,8.2,393,"Comedy",2.8
37303,2002,12,5.4,7,"Short",7.1
1032,1998,15,10.2,8,"Short",7.9
674,1952,95,15.8,33,"Action",3
48057,1933,73,13.6,29,"Comedy",7.9
12992,1992,93,10,8,"Action",3
30662,2004,86,15,17,"Action",4.6
42239,1992,80,13.4,20,"Action",4
49611,1983,86,10.4,43,"Action",6.1
39299,1938,59,12,27,"Comedy",8.2
27853,1942,99,13.8,11,"Comedy",7.5
16351,1955,99,13.4,50,"Comedy",7.8
2789,1964,114,17,23,"Action",8
718,1984,144,10.1,22,"Comedy",5.4
1156,1976,72,18.1,7,"Action",8
39453,1960,86,14.5,2435,"Drama",4.7
11812,1999,105,11.7,85,"Action",5.1
54292,1995,99,17.8,674,"Drama",2.5
4224,1956,34,13.8,887,"Short",7.5
47573,1997,120,15.1,3722,"Action",3.3
24465,1933,7,11.1,11,"Animation",2.9
55135,1972,90,12.1,33,"Action",4
19284,1963,97,10.3,347,"Comedy",7.9
21329,1961,91,13.1,120,"Drama",4.9
12737,2000,86,13.2,26,"Drama",3.5
30162,1941,115,10.4,1193,"Drama",5.6
41949,1977,72,11.8,100,"Action",8.2
57344,1996,90,11.2,526,"Comedy",8.4
17704,1971,94,10.6,140,"Action",2.3
49857,1999,142,10.1,8151,"Drama",2.6
10660,1973,100,13.6,5,"Comedy",8.9
57017,1998,10,15.4,5,"Short",7.7
13081,1977,94,17.3,73,"Romance",4.1
50153,1964,NA,16.6,38,"Drama",2.2
4801,1974,93,13.1,9,"Action",5.4
13913,2002,16,14.4,22,"Drama",8.1
39407,2004,87,14.7,12,"Drama",4.2
2228,1977,127,11.2,1045,"Drama",4.2
29069,2000,95,9.4,236,"Action",4.2
52079,1999,93,4.1,26,"Drama",3.1
51441,1991,3,9,22,"Short",7.7
23176,1932,77,14.9,8,"Comedy",8.2
46074,1999,83,10.8,34,"Drama",5.6
46625,1926,82,8,52,"Comedy",4
22328,2003,102,11.4,13,"Drama",4.7
30605,1977,94,12.7,23,"Comedy",3.9
57436,1989,NA,10,706,"Comedy",7.7
17633,1967,6,10.5,20,"Animation",8.2
51074,2002,19,11.6,24,"Short",8.5
33636,1938,87,16.4,5,"Comedy",8
54915,1998,14,12.2,6,"Short",8.3
57267,1965,93,13.6,213,"Action",3.8
20908,1901,2,13.7,13,"Action",8
32414,1994,127,15.9,37,"Drama",5.1
20215,2001,83,6.5,6,"Drama",3.9
50057,1966,85,12.4,8,"Action",3.5
58130,2004,95,9.5,6041,"Drama",3.7
46374,1944,55,16.3,7,"Action",7.8
35406,1935,65,14.7,5,"Action",4.6
15288,1997,78,4,41,"Action",3.8
35025,1976,94,15.9,3746,"Comedy",8.4
6559,1987,101,11.8,54,"Drama",4.3
1064,1989,119,5.9,15,"Action",4.9
53245,1929,113,16.8,6,"Drama",4.8
18005,1979,102,12.9,232,"Comedy",7.4
14861,1965,82,6.2,444,"Action",3.6
29464,2000,85,7,6,"Animation",3.9
57727,1984,NA,9.7,11,"Action",4.4
39471,1981,131,14.5,64,"Drama",3.2
18486,1996,NA,9.7,108,"Drama",6.1
8211,1973,103,14,576,"Action",4
14068,2001,135,12.3,102,"Action",3
54712,1999,92,10.3,114,"Comedy",3.2
32133,2000,22,9.7,6,"Short",8.2
15470,1987,90,10.2,239,"Action",7.5
6766,1984,112,14.1,72,"Comedy",8.5
27731,1950,67,9.3,5,"Action",6
11536,2004,NA,12.4,17,"Comedy",7.8
19510,1933,72,10.7,14,"Drama",2.5
50633,1917,70,14.8,9,"Drama",5.6
48021,1995,112,7,26,"Drama",4.8
14507,1990,101,8.3,383,"Comedy",4
57937,2004,44,15.6,6,"Documentary",8.3
728,2005,82,16.3,13,"Documentary",7.2
2458,2000,90,14.6,40,"Drama",4.3
38735,1929,74,7.7,5,"Action",4.1
941,1997,57,16.9,16,"Documentary",7.3
52743,1984,90,12.1,17,"Drama",4.3
22828,1978,107,12.2,21,"Drama",5.5
47505,1984,90,6.7,28,"Action",2.8
9552,1960,169,14.7,24,"Romance",3
2435,1949,84,12.8,22,"Comedy",3.5
14836,1971,94,10.5,201,"Action",2.8
50121,1931,76,10.1,118,"Drama",3.2
9557,1973,NA,12.6,21,"Comedy",7.6
3338,1908,15,12.3,14,"Short",7.9
37022,1981,53,16.5,11,"Drama",7.5
615,1977,104,11.1,15,"Drama",3.5
9637,1993,110,14.5,18,"Action",3.8
58632,1988,116,11.7,15,"Action",4.3
58169,1949,94,12.1,18,"Comedy",7.6
31673,1978,96,14.8,26,"Comedy",7.9
57955,1981,98,14.9,17,"Action",4.5
6079,1952,11,12.4,13,"Short",7.7
43424,2004,85,14.7,32,"Action",4.8
24393,1989,81,17,13,"Action",7.7
42369,1992,75,11.4,10,"Drama",4.8
6257,1947,62,6,6,"Action",4.9
53613,2001,188,13.5,446,"Drama",5.6
47076,1990,104,12.3,445,"Action",3.3
34885,1995,136,14,7,"Drama",4.9
48689,2001,126,16.9,16736,"Action",4.3
36792,1974,80,16.4,23,"Action",7.6
20220,1998,99,8.6,896,"Drama",4.8
13075,1999,109,9.2,212,"Action",3.8
39909,2002,88,12.5,8,"Documentary",8.2
55829,2000,7,11.4,6,"Short",7.9
5317,1914,15,11.7,62,"Comedy",7.8
18421,1968,73,9.8,10,"Drama",4.6
28030,1941,85,13.3,6,"Action",3.6
10569,1989,88,10.6,204,"Action",3.3
13625,2003,5,9.8,11,"Short",7.5
10765,1997,126,15.9,939,"Drama",3.3
51619,1949,95,17.8,383,"Romance",4.1
2110,2001,18,12.9,13,"Short",7.6
21790,2001,25,13.5,6,"Short",8
40855,1965,81,8.8,8,"Action",3.8
15000,1991,111,17.8,181,"Drama",3
28503,1999,7,8.2,61,"Animation",4.1
38046,1992,90,13.9,90,"Drama",4.6
54404,1925,86,8.9,117,"Drama",5.8
42082,1956,7,10.1,41,"Animation",7.6
58074,2004,95,8.1,25,"Action",3.4
22575,2000,91,12.8,136,"Action",4
46143,1973,112,17,475,"Action",4.1
47565,1931,7,13.4,30,"Animation",8.5
12448,2000,100,14.3,17,"Drama",3.9
17081,1932,140,12,206,"Comedy",3.3
4115,1993,NA,9.4,191,"Action",4.7
37677,1981,101,13.3,67,"Comedy",7.8
29708,1994,96,8.4,8,"Action",3.8
45231,1930,75,8,6,"Romance",4.2
32126,1968,13,9.9,8,"Short",8.4
36088,1940,105,10.6,96,"Romance",4.8
5223,2004,93,15,113,"Comedy",8.3
45166,1998,73,15.8,169,"Drama",4.9
7821,1939,56,7.2,23,"Action",4
33975,1936,18,10.2,9,"Comedy",8.3
7239,2000,75,12.9,67,"Drama",4.2
19766,1995,80,16.7,7,"Drama",4.5
31153,1989,91,13.2,6,"Comedy",7.5
47231,1960,63,9.4,27,"Action",2.2
36130,1998,75,11.4,6,"Comedy",3.3
57230,1995,108,10.1,50,"Action",5.5
39172,2003,93,16.5,7,"Action",8.3
43898,1950,68,9.3,9,"Action",4.7
20352,1997,8,9,9,"Short",7.9
58025,1981,95,10.6,33,"Drama",3.5
11995,1993,109,12.2,56,"Drama",3.6
57852,1992,83,13,9,"Romance",4.3
45898,1955,103,16.1,35,"Action",8
25682,1962,101,11.1,10,"Drama",3.7
5472,1990,92,12,31,"Action",2.6
26716,1991,108,12.9,127,"Comedy",7.3
45128,2003,100,10.1,135,"Action",2.8
4432,1949,109,12,285,"Comedy",7.4
27542,1970,144,11.7,5325,"Action",8.3
35233,1993,89,10.4,10,"Action",3.5
7827,1996,98,8.3,672,"Action",5.1
22189,1982,107,10.8,56,"Drama",4.7
15857,1994,94,11.9,37,"Action",4.3
44175,1969,95,13.2,28,"Action",3.9
14612,2001,98,12.8,90,"Action",7.7
25776,1957,14,15.9,25,"Drama",8.4
4342,1949,108,12.8,407,"Drama",5
28088,2001,80,11.9,209,"Comedy",3.2
9758,1957,85,13.9,129,"Action",3.4
19784,2000,13,9.2,10,"Short",8.6
45780,2001,5,13.7,8,"Short",7.7
42725,1955,12,11.3,7,"Drama",7.6
51928,1953,95,12,25,"Comedy",8.4
44658,1986,NA,13.5,11,"Drama",4
4003,2000,86,12,57,"Documentary",8.4
17859,1955,82,11.3,19,"Drama",4.3
13534,2004,10,13.7,5,"Short",8.3
26655,1940,94,10.9,81,"Drama",4.5
10101,2004,115,8.1,11,"Documentary",7.8
13030,1935,68,15.1,12,"Action",3
11126,1935,7,19.1,51,"Animation",8.5
25193,1979,93,8.8,5,"Action",4.9
2590,2000,110,13.3,28,"Action",5
36223,1971,67,14.5,56,"Action",2.9
47970,1994,102,13.3,174,"Drama",3.8
3201,2002,4,8.5,20,"Animation",7.5
56964,1981,118,13,530,"Drama",5.6
49458,1971,NA,7.6,64,"Action",3.5
11284,1996,93,13,248,"Drama",4.4
57794,1993,105,5.4,54,"Drama",4.9
1286,1972,97,15.7,5,"Action",5.9
38039,1981,91,12.4,7,"Action",5.5
21172,1946,118,8.6,2340,"Drama",5
26451,1967,186,6,26,"Action",4.5
50630,1995,108,15.7,12,"Action",3.1
32502,1944,54,16,5,"Action",7.7
15104,1939,22,15.3,12,"Drama",8.5
30899,1973,95,11,31,"Action",3.2
44084,2003,112,12.3,749,"Drama",3.5
16662,1996,90,10.6,47,"Action",4.2
23147,2001,11,9.6,782,"Action",8.1
45004,1994,95,6.8,151,"Action",3.1
48120,2004,15,12.9,6,"Short",8.1
46561,1903,2,20.5,7,"Short",8.1
2322,1996,90,11.2,33,"Action",3.6
7414,1987,85,5.5,9,"Action",3
27422,2002,100,9.3,97,"Comedy",2.4
8969,1904,6,11.2,13,"Short",8.3
42322,1988,101,13.3,7631,"Action",3.7
34001,1990,130,13.3,1408,"Drama",4.8
10078,1982,82,9,17,"Comedy",4.9
45403,1958,117,13.3,11,"Action",4.5
26618,1993,92,12.6,49,"Comedy",4.1
8554,1944,244,9.3,48,"Action",5
2289,1982,120,13,105,"Drama",3.8
15668,1953,92,11.9,370,"Drama",4.2
20463,1996,NA,12.8,770,"Comedy",8.1
34968,1969,101,14.7,34,"Action",2.9
38074,1994,8,11.4,18,"Short",8
24337,2000,118,11,87,"Comedy",7.6
32858,2003,8,13.2,48,"Comedy",8.2
32923,1953,83,7.8,8,"Comedy",4.4
22816,1930,8,7.4,6,"Comedy",6.9
21523,1954,86,13.3,26,"Drama",3.8
27319,1993,119,13.4,28,"Documentary",8.2
1636,1931,55,13.9,20,"Action",2.7
15184,1964,93,8.4,7,"Drama",3.6
37167,1995,89,9.4,46,"Action",5.4
5557,1985,93,12.5,17,"Action",4
32297,1985,112,9.2,17,"Comedy",3.3
11892,1995,94,15.5,20,"Action",5.5
52631,1933,75,11.9,11,"Drama",4.4
17481,1974,92,12.8,48,"Comedy",2.4
56764,1948,91,10.5,27,"Drama",4.1
1681,1977,70,10.3,5,"Action",3.3
12764,1983,30,11.1,12,"Comedy",7.6
9392,2000,6,9.9,18,"Animation",3.7
14766,1941,77,12.1,13,"Action",4.5
3893,1934,76,12.9,98,"Comedy",4.4
31789,2004,94,10.2,65,"Action",4.8
52610,1998,87,9.8,17,"Comedy",7.7
105,1960,125,15.9,34,"Drama",3.9
32898,1957,102,13.5,9,"Comedy",8.6
47020,1945,72,13.3,10,"Action",3.3
17010,1985,102,11.6,97,"Drama",4.2
19337,1975,99,10.7,69,"Drama",2.3
33146,1987,89,13.5,73,"Action",2.7
1216,1988,84,5.5,202,"Action",3.8
25789,1997,161,18.6,78,"Action",4.6
54806,1936,110,14,9,"Drama",5.5
20785,1935,98,10.8,137,"Comedy",4.2
30884,1998,108,14.4,23,"Action",4.5
15504,1983,89,8.6,16,"Drama",5.3
3647,2003,22,13.4,53,"Short",8.2
15828,1952,84,15.2,15,"Action",4.3
36558,1990,120,8.9,72,"Comedy",4.6
24011,1949,7,10.4,50,"Animation",7.4
36103,2001,89,8.5,26,"Comedy",4.7
29636,1990,96,18.1,31,"Action",8.3
13038,1990,10,17.4,77,"Animation",7.4
29097,1987,12,9.2,6,"Drama",8.1
56026,1926,8,11.8,30,"Comedy",8.5
47063,1948,59,11.4,23,"Action",3.6
45839,2002,99,9.9,2990,"Comedy",3.9
20954,2002,113,11,10,"Romance",4.3
9689,1974,97,6.4,74,"Action",4.2
32027,1943,116,8.1,51,"Drama",4.2
33156,1968,111,12.7,142,"Action",3
6789,1991,98,11.7,82,"Action",3.2
31886,1974,132,16.8,524,"Action",7.6
44814,1964,93,10.9,5,"Drama",5.4
55622,1962,NA,9.9,1082,"Drama",3.4
55385,1998,95,7.5,112,"Action",4.8
24358,1946,7,8.1,17,"Animation",8.4
29132,1982,92,14.3,3221,"Animation",4.3
3550,2002,12,15.9,8,"Comedy",8.4
21037,1987,104,15.8,331,"Drama",3
22432,2002,91,8.2,20,"Comedy",3.7
11356,1936,53,14.9,16,"Comedy",8.5
39762,1988,87,14.8,6,"Comedy",4.5
41668,1985,107,11.9,80,"Documentary",8
48671,1985,105,10.7,21,"Action",2.5
23755,1962,124,9.7,15,"Drama",4.1
6499,1961,102,12.8,682,"Comedy",8.6
50097,1998,20,8.7,11,"Short",8.5
31443,1995,93,15.7,1606,"Drama",6.3
38378,2004,12,12.2,6,"Comedy",8.2
19430,2003,18,15.9,6,"Drama",8.3
53698,1959,6,13.2,28,"Animation",7
30736,1999,92,17.8,37,"Action",7.9
33320,1984,122,11.9,36,"Comedy",8.3
4549,1979,100,13.7,30,"Documentary",7.6
50478,1998,90,12.6,58,"Comedy",7.9
27532,2000,NA,14.4,18,"Action",3.9
46762,1998,8,6.8,11,"Short",8.3
32,1987,140,10.2,13,"Drama",3.6
87,1958,94,11.2,5,"Action",4.5
29880,1953,7,14.2,27,"Animation",8.1
32132,1996,118,10.6,28,"Documentary",7.7
9831,1990,101,12.1,98,"Drama",4
8218,1954,125,9.3,4400,"Drama",4.2
34515,1988,87,15.2,53,"Comedy",7.8
51,1989,101,10,7641,"Comedy",4
29119,1992,60,12.9,45,"Action",5.4
40910,1980,NA,11.4,10,"Drama",3.2
42508,1971,85,9,7,"Drama",2.4
21911,1977,98,11.6,110,"Comedy",7.7
50247,1936,76,8.5,39,"Action",2.9
37942,2004,92,11.8,505,"Action",4
49102,2000,92,9.1,114,"Action",2.9
38587,2003,82,11,101,"Documentary",7.4
13809,1945,61,11.2,118,"Action",3.6
52576,1969,86,16.4,9,"Action",7.7
12939,1999,74,11.3,35,"Drama",4.6
29243,1998,128,9.4,132,"Comedy",3.9
12913,1994,98,17.2,6,"Action",8.8
6759,1980,90,10,13,"Romance",4.2
23465,1977,96,12.1,112,"Drama",4.4
229,1925,32,19.3,26,"Documentary",8
21603,1990,96,13.8,90,"Action",3.9
35308,1993,84,9.8,196,"Comedy",7.5
37665,2001,89,12.2,51,"Comedy",7.7
50619,1974,104,8.2,2880,"Action",2.8
41017,1992,88,10.6,28,"Drama",4.3
15332,1966,85,14,7,"Action",4.3
36585,1983,88,12.9,22,"Drama",4.3
22634,1939,81,14,51,"Drama",3.5
51389,1978,92,13.3,9,"Action",4.6
56658,1995,93,6.6,1158,"Drama",4
28807,1958,100,11.4,6,"Drama",2.7
15013,1936,56,11.8,11,"Action",4.7
20451,1993,60,9.8,12,"Documentary",7.9
32863,1983,112,13.2,12351,"Comedy",7.8
18651,1958,93,12.6,39,"Action",5
5918,2001,96,9.4,9,"Action",4
35452,2004,40,10.6,167,"Documentary",6.9
44465,1940,77,13.5,9,"Comedy",7.9
2325,1989,82,10.9,14,"Comedy",8.2
6099,1999,87,8.5,33,"Comedy",3.1
41416,1969,91,11.3,6,"Comedy",8.5
1229,2000,96,9,205,"Comedy",4.8
29503,1980,NA,12.9,69,"Drama",3.6
3036,1991,96,15,10,"Action",3.4
5274,1997,85,13.2,5,"Action",7.6
25292,1989,127,11.1,61583,"Action",2.3
19285,1902,1,14.8,39,"Comedy",7.6
47192,1981,107,10.7,368,"Comedy",5
55963,2002,101,7.9,7124,"Drama",3.9
1466,2002,90,15.4,15,"Comedy",3.7
58294,2005,12,8.5,20,"Drama",8.4
2452,1987,115,15.9,24,"Action",4.3
32129,1934,65,9.2,36,"Drama",3.6
10915,1984,103,4.5,6839,"Action",4.6
13585,1971,108,14.9,592,"Drama",3.7
49186,1934,73,5.7,10,"Comedy",3.7
25617,1985,107,8,692,"Action",3.8
10427,1951,90,13.3,27,"Drama",4.4
39838,1941,70,12.1,7,"Action",4.2
12023,1995,99,12.4,106,"Action",5.1
12743,1996,100,8.5,14,"Comedy",3.4
29362,2004,89,13.5,8,"Drama",5.3
32854,1997,110,9.9,736,"Action",3.3
40901,1997,15,11.9,24,"Drama",8.6
53272,1986,98,10.3,508,"Action",4.8
54407,1988,102,9.7,197,"Action",3.5
21912,1998,3,16.8,5,"Short",7.9
16893,2000,101,12.6,471,"Action",7.8
56036,1946,91,12.8,34,"Drama",4.5
47763,1950,128,11.8,12,"Drama",4.2
57483,1933,70,10.8,19,"Drama",4.1
35607,1957,91,12.6,168,"Comedy",8.5
57679,1947,6,16.6,6,"Animation",8.4
4382,1960,84,15.4,18,"Action",5.3
22829,1973,8,10.5,5,"Documentary",7.7
33791,1993,100,15.2,30,"Drama",5.7
23834,1981,83,12.3,8,"Action",4.3
56835,1990,110,17.4,1148,"Action",3.7
32299,1968,78,13.6,37,"Action",4.1
24700,1988,8,14,42,"Short",7.7
46010,1995,40,14.1,6,"Documentary",7.8
56105,1985,99,8,197,"Drama",5.5
14849,1949,73,8.6,5,"Action",5
3455,1980,104,13.7,2384,"Drama",4.5
28773,1998,82,8.5,46,"Action",4.4
42077,1952,7,12.7,97,"Animation",8.5
30207,2005,1,13.1,9,"Drama",7.5
15090,1976,100,8.7,115,"Action",4.2
39462,2000,124,8.8,14,"Drama",3.8
57882,1985,92,10.2,20,"Action",5.8
26450,1932,70,3.7,128,"Comedy",3.1
6455,1992,93,10.6,1340,"Action",3.7
36084,1971,102,7.6,480,"Comedy",4.7
40031,1987,86,12.6,5,"Drama",3.8
9865,1947,68,8.1,18,"Drama",3.9
3938,1958,94,11.7,27,"Comedy",9.1
6834,1982,28,9.2,83,"Short",8.4
54874,2002,93,17,1010,"Action",8
31433,1976,102,11.1,73,"Action",3.6
42852,1930,65,11,13,"Comedy",4.4
28416,2004,82,15.2,7,"Documentary",7.9
43462,1980,84,8.8,35,"Action",5
32703,1916,46,9.2,10,"Comedy",3.2
38607,1943,75,11.4,1940,"Drama",4.2
16577,1997,93,11.6,506,"Comedy",8.7
52953,2003,10,10.2,9,"Comedy",7.8
54890,1956,21,9.1,24,"Documentary",7.8
55332,1930,92,13.8,14,"Action",5.6
12509,1994,85,19.8,23,"Drama",7.3
3505,1900,4,7.4,25,"Drama",8.1
54535,1972,112,11.7,46,"Action",3.4
4226,1935,7,3.6,30,"Animation",4.8
623,1948,7,11.2,52,"Animation",7.6
34854,2002,82,13.6,63,"Action",7.8
56267,1962,109,14.7,13,"Comedy",7.6
52833,1991,180,7.2,32,"Action",4.4
9496,1969,98,10.5,195,"Action",4.6
316,2002,107,13.3,74,"Drama",3.8
3727,2004,170,11.4,16217,"Drama",4.6
5635,1987,109,12.9,319,"Drama",3
37200,1940,7,10.8,11,"Animation",8.5
16717,2003,8,9,6,"Comedy",8.2
35174,1938,18,11.2,60,"Comedy",7.8
32117,2002,NA,10,49,"Drama",4.2
7497,1933,80,12,11,"Comedy",4.2
25364,2001,100,7,42,"Action",3.6
53387,1957,81,17.5,61,"Action",8.1
30439,1976,113,13.3,70,"Comedy",7.7
38842,1979,96,12.7,17,"Comedy",7.8
2220,1916,50,14.1,13,"Comedy",3.9
12942,1972,99,17.2,46,"Comedy",7.3
22366,1950,76,13.2,6,"Comedy",8.6
19179,1938,74,12,23,"Action",4.7
1976,1953,82,16.3,15,"Comedy",8.6
14364,1998,119,14.3,39,"Drama",6.2
987,1963,105,14.5,6,"Action",5.2
